7.487,80.36508
7.48697,80.36522
7.48691,80.36546
7.48685,80.36576
7.4868,80.366
7.48678,80.36607
7.48673,80.36649
7.48673,80.36649
7.48675,80.36652
7.48675,80.36655
7.48674,80.36658
7.48673,80.36661
7.48671,80.36662
7.48669,80.36663
7.48669,80.36663
7.48664,80.36667
7.48659,80.36671
7.48652,80.36675
7.48645,80.36678
7.48639,80.36681
7.48633,80.36683
7.48633,80.36683
7.48623,80.36689
7.48612,80.36696
7.48595,80.36705
7.48575,80.36716
7.48556,80.36725
7.4854,80.36732
7.48519,80.3674
7.48492,80.36748
7.48455,80.36756
7.48406,80.36764
7.48378,80.36767
7.48334,80.36774
7.4829,80.36785
7.4827,80.36793
7.48239,80.36806
7.48219,80.36819
7.48186,80.36845
7.48169,80.36858
7.48155,80.3687
7.48144,80.36883
7.48125,80.36906
7.481,80.36942
7.48089,80.36959
7.47971,80.37148
7.47947,80.37188
7.47893,80.37279
7.47871,80.37326
7.47835,80.37393
7.47835,80.37393
7.47837,80.37395
7.47839,80.37396
7.47839,80.37399
7.47839,80.37401
7.47839,80.37403
7.47837,80.37405
7.47835,80.37406
7.47833,80.37406
7.47831,80.37406
7.47829,80.37405
7.47829,80.37405
7.47786,80.37489
7.47745,80.37567
7.47721,80.37613
7.47717,80.3762
7.47701,80.37648
7.47687,80.37672
7.47674,80.37692
7.47665,80.37707
7.47658,80.37719
7.47653,80.37731
7.47646,80.37745
7.4764,80.37761
7.47631,80.37787
7.47621,80.37813
7.47612,80.37839
7.47605,80.37862
7.47597,80.37884
7.47593,80.379
7.47589,80.37919
7.47588,80.37932
7.47587,80.37943
7.47588,80.37966
7.47592,80.37997
7.47595,80.3801
7.476,80.38029
7.47607,80.38049
7.47615,80.38071
7.47625,80.38092
7.47641,80.38123
7.4766,80.38158
7.47682,80.38193
7.47697,80.3821
7.47708,80.38219
7.47725,80.38232
7.47744,80.38243
7.47767,80.38257
7.47776,80.38265
7.4778,80.38273
7.47781,80.38282
7.47778,80.38293
7.47773,80.38304
7.4777,80.38313
7.47754,80.38345
7.47746,80.38363
7.47731,80.38395
7.4771,80.38442
7.47664,80.3854
7.47606,80.38641
7.47595,80.38658
7.4757,80.38702
7.47504,80.38814
7.47478,80.38858
7.47453,80.38901
7.47382,80.39029
7.47379,80.39034
7.47376,80.39039
7.47359,80.39069
7.47334,80.39115
7.47236,80.39282
7.47155,80.39398
7.47147,80.39415
7.47122,80.39463
7.47102,80.39503
7.47034,80.3964
7.47014,80.39676
7.4698,80.39737
7.46945,80.398
7.46909,80.39855
7.46899,80.39867
7.46872,80.39904
7.4686,80.39918
7.46845,80.39931
7.46835,80.39938
7.46827,80.39943
7.46809,80.39954
7.46787,80.39965
7.46739,80.39988
7.46706,80.40004
7.46673,80.4002
7.4663,80.40035
7.46589,80.40047
7.46537,80.40067
7.46517,80.40074
7.4648,80.40089
7.46338,80.4016
7.46317,80.40175
7.46294,80.40193
7.46276,80.40212
7.46262,80.40233
7.46249,80.4026
7.46246,80.40274
7.46243,80.40292
7.46242,80.4032
7.46242,80.40379
7.46254,80.40467
7.46258,80.40504
7.46257,80.40531
7.46257,80.40536
7.46256,80.40542
7.46247,80.40623
7.46247,80.40642
7.4625,80.40683
7.46252,80.40697
7.4627,80.40834
7.46276,80.40876
7.46288,80.40917
7.46301,80.40942
7.46317,80.40968
7.46358,80.41013
7.46371,80.41037
7.46378,80.41061
7.46378,80.41082
7.46377,80.411
7.46375,80.41107
7.46374,80.41112
7.46367,80.41122
7.46364,80.41126
7.46352,80.4114
7.46338,80.4115
7.4632,80.4116
7.46312,80.41161
7.46278,80.41163
7.46261,80.41163
7.46236,80.41162
7.462,80.41163
7.46178,80.41165
7.46164,80.41169
7.46153,80.41173
7.46144,80.41178
7.46129,80.41189
7.46103,80.41211
7.46088,80.41224
7.46063,80.41242
7.46043,80.41255
7.46018,80.41266
7.45985,80.41282
7.45964,80.4129
7.45953,80.41294
7.45892,80.41318
7.45839,80.41353
7.45804,80.41395
7.45764,80.41455
7.45732,80.41494
7.4568,80.4153
7.45651,80.41574
7.45578,80.41646
7.45414,80.41758
7.45382,80.4178
7.45374,80.41791
7.45367,80.41799
7.45362,80.41811
7.45348,80.41871
7.45326,80.41975
7.45311,80.42013
7.45295,80.42043
7.45284,80.42063
7.45225,80.42169
7.45174,80.42255
7.45106,80.42335
7.4507,80.42394
7.45028,80.42444
7.44897,80.42563
7.44882,80.42576
7.44824,80.42628
7.44797,80.4266
7.4479,80.42669
7.44788,80.42672
7.44785,80.42678
7.44749,80.42746
7.44654,80.42879
7.44544,80.4296
7.44467,80.43013
7.44355,80.43098
7.44333,80.43116
7.4432,80.43125
7.44317,80.43128
7.44275,80.43161
7.44243,80.43205
7.44205,80.43262
7.44132,80.43368
7.44083,80.43443
7.44067,80.43454
7.44045,80.43463
7.43982,80.43479
7.43928,80.43519
7.43908,80.43546
7.43894,80.43579
7.43866,80.43636
7.4382,80.43699
7.43743,80.43781
7.43697,80.43829
7.43666,80.43866
7.43649,80.43896
7.4364,80.43939
7.43616,80.44028
7.43586,80.44112
7.4355,80.44176
7.43506,80.44251
7.4348,80.44297
7.43455,80.4434
7.43308,80.44602
7.43295,80.44625
7.43285,80.44644
7.43283,80.44646
7.43283,80.44646
